TCGA-EJ-7793-01	1	0	3483	15600
TCGA-EJ-7794-01	1	0	4407	780
TCGA-EJ-7797-01	1	1	4373	40094
TCGA-EJ-8468-01	1	0	1549	416
TCGA-EJ-8469-01	1	0	1541	13478
TCGA-EJ-8470-01	1	0	6048	806
TCGA-EJ-8472-01	1	0	4838	49369
TCGA-EJ-8474-01	1	0	2570	1021
TCGA-EJ-A46D-01	1	0	2974	10837
TCGA-EJ-A46G-01	1	0	2837	461
TCGA-EJ-A46I-01	1	0	2623	1317
TCGA-EJ-A65E-01	1	0	3152	228
TCGA-EJ-A65F-01	1	0	3551	22481
TCGA-EJ-A65G-01	1	0	2640	179
TCGA-EJ-A65J-01	1	0	2626	494
TCGA-EJ-A6RA-01	1	0	2697	277
TCGA-EJ-A6RC-01	1	0	3499	782
TCGA-EJ-A7NF-01	1	0	3075	28181
TCGA-EJ-A7NG-01	1	0	3844	791
TCGA-EJ-A7NH-01	1	0	4486	601
TCGA-EJ-A7NJ-01	1	0	3551	350
TCGA-EJ-A7NK-01	1	0	2970	1763
TCGA-EJ-A7NM-01	1	0	3855	558
TCGA-EJ-A8FN-01	1	0	2575	467
TCGA-EJ-A8FS-01	1	0	3188	179
TCGA-EJ-A8FU-01	1	0	2751	554
TCGA-FC-7708-01	1	0	4154	11622
TCGA-FC-7961-01	1	0	2256	678
TCGA-FC-A4JI-01	1	0	2158	184
TCGA-FC-A5OB-01	1	0	2128	284
TCGA-FC-A8O0-01	1	0	3498	225
TCGA-G9-6329-01	1	0	3637	32156
TCGA-G9-6333-01	1	0	3956	447
TCGA-G9-6336-01	1	0	2188	5392
TCGA-G9-6342-01	1	0	4395	30958
TCGA-G9-6348-01	1	0	3444	1214
TCGA-G9-6351-01	1	0	4625	14434
TCGA-G9-6353-01	1	0	3793	5963
TCGA-G9-6356-01	1	0	3386	7060
TCGA-G9-6361-01	1	0	4413	27058
TCGA-G9-6363-01	1	0	1069	5199
TCGA-G9-6364-01	1	0	3419	13709
TCGA-G9-6365-01	1	0	3123	15248
TCGA-G9-6366-01	1	0	3047	483
TCGA-G9-6367-01	1	0	3353	372
TCGA-G9-6370-01	1	0	3083	666
TCGA-G9-6371-01	1	0	3756	405
TCGA-G9-6377-01	1	0	3061	10571
TCGA-G9-6378-01	1	0	2896	335
TCGA-G9-6384-01	1	0	4071	23607
TCGA-G9-6385-01	1	0	3697	5975
TCGA-G9-6494-01	1	0	2605	485
TCGA-G9-6499-01	1	0	3630	452
TCGA-G9-7510-01	1	0	3052	1067
TCGA-G9-7519-01	1	0	3022	468
TCGA-G9-7521-01	1	0	3372	913
TCGA-G9-7522-01	1	0	3953	13412
TCGA-G9-7523-01	1	0	2939	1842
TCGA-H9-7775-01	1	0	4224	684
TCGA-HC-7075-01	1	0	4224	298
TCGA-HC-7077-01	1	0	3720	11991
TCGA-HC-7078-01	1	0	4409	870
TCGA-HC-7079-01	1	0	4510	933
TCGA-HC-7080-01	1	0	6906	801
TCGA-HC-7081-01	1	0	2322	17576
TCGA-HC-7209-01	1	0	2955	21494
TCGA-HC-7210-01	1	0	3342	1172
TCGA-HC-7211-01	1	0	4524	2169
TCGA-HC-7212-01	1	0	4172	36802
TCGA-HC-7213-01	1	0	3266	37938
TCGA-HC-7230-01	1	0	4309	26249
TCGA-HC-7231-01	1	0	3775	27755
TCGA-HC-7232-01	1	0	3096	20740
TCGA-HC-7233-01	1	0	3204	656
TCGA-HC-7736-01	1	0	5464	1135
TCGA-HC-7737-01	1	0	3188	1382
TCGA-HC-7740-01	1	0	3154	731
TCGA-HC-7742-01	1	0	3447	689
TCGA-HC-7744-01	1	0	3423	17901
TCGA-HC-7747-01	1	0	2865	7345
TCGA-HC-7748-01	1	0	5270	27995
TCGA-HC-7749-01	1	0	4090	1162
TCGA-HC-7750-01	1	0	1861	431
TCGA-HC-7818-01	1	0	4594	7260
TCGA-HC-7820-01	1	0	4409	15922
TCGA-HC-7821-01	1	0	3739	10337
TCGA-HC-8213-01	1	0	2725	18924
TCGA-HC-8216-01	1	0	2705	479
TCGA-HC-8256-01	1	0	3436	365
TCGA-HC-8257-01	1	0	3759	21805
TCGA-HC-8258-01	1	0	8531	1003
TCGA-HC-8260-01	1	0	5764	16830
TCGA-HC-8261-01	1	0	3712	666
TCGA-HC-8262-01	1	0	4808	19554
TCGA-HC-8264-01	1	0	3271	1430
TCGA-HC-8265-01	1	0	7009	633
TCGA-HC-8266-01	1	0	3871	947
TCGA-HC-A48F-01	1	0	3184	20564
TCGA-HC-A4ZV-01	1	0	2400	520
TCGA-HC-A631-01	1	0	2691	342
TCGA-HC-A632-01	1	0	2307	24249
TCGA-HC-A76W-01	1	0	2659	603
TCGA-HC-A76X-01	1	0	5171	41454
TCGA-HC-A8CY-01	1	0	3620	264
TCGA-HC-A8D0-01	1	0	2256	9140
TCGA-HC-A8D1-01	1	0	2574	12434
TCGA-HI-7168-01	1	0	3336	959
TCGA-HI-7170-01	1	0	1991	902
TCGA-HI-7171-01	1	0	6451	35125
TCGA-J4-8198-01	1	0	4895	27902
TCGA-J4-8200-01	1	0	2832	669
TCGA-J4-A67T-01	1	0	3309	8584
TCGA-J4-A6G1-01	1	0	3247	8877
TCGA-J4-A6G3-01	1	0	2580	761
TCGA-J4-A6M7-01	1	0	3937	27564
TCGA-J4-A83I-01	1	0	5119	30724
TCGA-J4-A83K-01	1	0	4382	23619
TCGA-J4-A83M-01	1	0	3552	432
TCGA-J4-A83N-01	1	0	2916	14325
TCGA-J9-A52B-01	1	0	2054	17023
TCGA-J9-A8CK-01	1	0	2998	25350
TCGA-J9-A8CL-01	1	0	2119	806
TCGA-J9-A8CM-01	1	0	2464	11346
TCGA-J9-A8CN-01	1	0	2567	509
TCGA-J9-A8CP-01	1	0	2477	1807
TCGA-KC-A4BL-01	1	0	3851	636
TCGA-KC-A4BN-01	1	0	2407	5059
TCGA-KC-A4BR-01	1	0	2801	8826
TCGA-KC-A4BV-01	1	0	2196	15570
TCGA-KC-A7F3-01	1	0	2828	430
TCGA-KC-A7F6-01	1	0	3130	17890
TCGA-KC-A7FA-01	1	0	3217	372
TCGA-KC-A7FD-01	1	0	3555	410
TCGA-KC-A7FE-01	1	0	3126	999
TCGA-KK-A59X-01	1	0	2195	276
TCGA-KK-A59Y-01	1	0	2874	17231
TCGA-KK-A59Z-01	1	0	3048	588
TCGA-KK-A6DY-01	1	0	4231	17658
TCGA-KK-A6E0-01	1	0	2808	476
TCGA-KK-A6E1-01	1	0	3388	24854
TCGA-KK-A6E2-01	1	0	3080	34487
TCGA-KK-A6E5-01	1	0	2916	662
TCGA-KK-A6E6-01	1	0	2868	23678
TCGA-KK-A7AP-01	1	0	3392	186
TCGA-KK-A7AU-01	1	0	4358	24471
TCGA-KK-A7AV-01	1	0	2793	580
TCGA-KK-A7B1-01	1	0	4182	23198
TCGA-KK-A7B3-01	1	0	4428	994
TCGA-KK-A7B4-01	1	0	4102	28916
TCGA-KK-A8I4-01	1	0	3523	13049
TCGA-KK-A8I5-01	1	0	2421	6908
TCGA-KK-A8I6-01	1	0	4209	5393
TCGA-KK-A8I8-01	1	0	2651	12708
TCGA-KK-A8I9-01	1	0	2679	1877
TCGA-KK-A8IA-01	1	0	4098	22623
TCGA-KK-A8IB-01	1	0	2156	569
TCGA-KK-A8IC-01	1	0	3087	16494
TCGA-KK-A8ID-01	1	0	3618	348
TCGA-KK-A8IF-01	1	0	1982	136
TCGA-KK-A8IG-01	1	0	2739	773
TCGA-KK-A8IH-01	1	0	2546	10508
TCGA-KK-A8II-01	1	0	4149	27754
TCGA-KK-A8IJ-01	1	0	2692	569
TCGA-KK-A8IK-01	1	0	2328	291
TCGA-KK-A8IL-01	1	0	3199	578
TCGA-M7-A71Y-01	1	0	2811	196
TCGA-M7-A720-01	1	0	4454	979
TCGA-M7-A721-01	1	0	2789	505
TCGA-M7-A725-01	1	0	3453	544
TCGA-QU-A6IP-01	1	0	2474	16036
TCGA-SU-A7E7-01	1	0	3382	619
TCGA-TK-A8OK-01	1	0	2796	1623
TCGA-V1-A8MF-01	1	0	2330	670
TCGA-V1-A8MG-01	1	0	2403	475
TCGA-V1-A8MJ-01	1	0	2424	523
TCGA-V1-A8ML-01	1	0	2467	397
TCGA-V1-A8MU-01	1	0	3166	1177
TCGA-V1-A8WL-01	1	0	2602	355
TCGA-V1-A8WN-01	1	0	4057	681
TCGA-V1-A8WS-01	1	0	4711	26070
TCGA-V1-A8WV-01	1	0	2869	699
TCGA-V1-A8WW-01	1	0	2725	5795
TCGA-V1-A8X3-01	1	0	3505	381
TCGA-VN-A88I-01	1	0	2688	907
TCGA-VN-A88K-01	1	0	3044	11703
TCGA-VN-A88L-01	1	0	2954	16093
TCGA-VN-A88N-01	1	0	2957	407
TCGA-VN-A88O-01	1	0	3310	360
TCGA-VN-A88P-01	1	0	2563	719
TCGA-VN-A88Q-01	1	0	3392	13600
TCGA-VN-A88R-01	1	0	2191	497
TCGA-VP-A872-01	1	0	2564	6128
TCGA-VP-A875-01	1	0	4839	27306
TCGA-VP-A876-01	1	0	2729	20638
TCGA-VP-A878-01	1	0	3530	1423
TCGA-VP-A879-01	1	0	3202	14161
TCGA-VP-A87B-01	1	0	2603	376
TCGA-VP-A87C-01	1	0	3767	13399
TCGA-VP-A87D-01	1	0	3342	41024
TCGA-VP-A87E-01	1	0	2627	703
TCGA-VP-A87H-01	1	0	2665	394
TCGA-VP-A87J-01	1	0	3328	372
TCGA-VP-A87K-01	1	0	4783	42373
TCGA-WW-A8ZI-01	1	0	2696	282
TCGA-XA-A8JR-01	1	0	2824	189
TCGA-XJ-A83G-01	1	0	1740	134
TCGA-XJ-A83H-01	1	0	1931	249
TCGA-XJ-A9DI-01	1	0	3439	6895
TCGA-XJ-A9DK-01	1	0	3505	2744
TCGA-XQ-A8TA-01	1	0	4146	223
TCGA-XQ-A8TB-01	1	0	3133	18544
TCGA-Y6-A8TL-01	1	0	2204	385
TCGA-YJ-A8SW-01	1	0	3073	338
TCGA-YL-A8HJ-01	1	0	3442	26937
TCGA-YL-A8HK-01	1	0	4276	22921
TCGA-YL-A8HL-01	1	0	3771	40278
TCGA-YL-A8HM-01	1	0	2693	329
TCGA-YL-A8HO-01	1	0	2374	673
TCGA-YL-A8S8-01	1	0	3396	636
TCGA-YL-A8S9-01	1	0	2458	174
TCGA-YL-A8SA-01	1	0	2973	20009
TCGA-YL-A8SB-01	1	0	3169	681
TCGA-YL-A8SC-01	1	0	3826	474
TCGA-YL-A8SF-01	1	0	3284	23364
TCGA-YL-A8SH-01	1	0	3143	596
TCGA-YL-A8SJ-01	1	0	2738	569
TCGA-YL-A8SK-01	1	0	3968	759
TCGA-YL-A8SL-01	1	0	4722	39379
TCGA-YL-A8SO-01	1	0	2582	519
TCGA-YL-A8SP-01	1	0	3487	17921
TCGA-YL-A8SQ-01	1	0	3163	542
TCGA-YL-A8SR-01	1	0	3259	1237
TCGA-YL-A9WH-01	1	0	2671	395
TCGA-YL-A9WI-01	1	0	3062	246
TCGA-YL-A9WJ-01	1	0	3737	975
TCGA-ZG-A8QW-01	1	0	1844	441
TCGA-ZG-A8QX-01	1	0	3051	256
TCGA-ZG-A8QY-01	1	0	2531	755
TCGA-ZG-A8QZ-01	1	0	3146	12502
